Simbol,Pret_CSV_2020,Pret_Real_API_2020,Trend_Real,Trend_Corect,Pred_1_Zi,Real_1_Zi,Eroare_1_Zi_%,Scor_1_Zi,Pred_1_Sapt,Real_1_Sapt,Eroare_1_Sapt_%,Scor_1_Sapt,Pred_1_Luna,Real_1_Luna,Eroare_1_Luna_%,Scor_1_Luna,Pred_1_An,Real_1_An,Eroare_1_An_%,Scor_1_An
CLW,17.75,17.75,SCĂDERE,DA,17.7825,17.28,2.91,100.0,17.7242,20.1,11.82,90.9,17.6835,22.77,22.34,38.31,14.4741,37.6,61.51,0.0
DLNG,1.02,0.9588,CREȘTERE,NU,1.0187,1.0058,1.28,100.0,1.0269,1.081,5.0,100.0,1.0357,1.5792,34.42,0.0,1.1275,2.6696,57.77,0.0
AMX,11.27,9.5249,CREȘTERE,NU,11.6408,9.5841,21.46,42.7,12.0904,9.7954,23.43,32.85,12.3592,10.0658,22.78,36.08,15.8784,11.8804,33.65,0.0
MFG,2.23,2.1049,CREȘTERE,NU,2.225,2.1144,5.23,100.0,2.2414,2.1616,3.69,100.0,2.2993,2.171,5.91,100.0,2.8648,2.7562,3.94,100.0
UTL,49.5,40.284,CREȘTERE,NU,49.4955,41.4152,19.51,52.45,50.092,43.4497,15.29,73.56,50.8109,39.698,27.99,10.03,59.8776,39.2401,52.59,0.0
NVT,15.59,13.9108,CREȘTERE,NU,15.5198,14.0893,10.15,99.23,15.6526,15.9006,1.56,100.0,15.9935,15.6665,2.09,100.0,18.8215,26.4947,28.96,5.19
GRF,5.89,3.9458,CREȘTERE,NU,5.8881,4.0798,44.32,0.0,5.9054,4.2271,39.7,0.0,5.9571,4.3276,37.65,0.0,6.5837,5.8573,12.4,87.99
TRVI,3.14,3.14,SCĂDERE,DA,3.1213,2.66,17.34,63.29,3.1703,2.591,22.36,38.21,3.1855,2.69,18.42,57.9,3.1973,2.75,16.27,68.67
EPRT,10.83,8.3445,SCĂDERE,DA,10.8655,8.1134,33.92,0.0,11.0114,9.0611,21.52,42.38,11.4219,10.2323,11.63,91.87,14.8281,19.0904,22.33,38.37
MEDP,68.45,68.45,CREȘTERE,NU,72.8934,71.92,1.35,100.0,75.4983,82.15,8.1,100.0,77.0649,76.17,1.17,100.0,83.7226,169.66,50.65,0.0
AJG,77.0,71.8736,CREȘTERE,NU,77.629,73.5165,5.59,100.0,78.2297,79.3784,1.45,100.0,79.7833,72.3497,10.27,98.63,93.6762,120.1614,22.04,39.79
LKFN,35.31,29.6391,CREȘTERE,NU,35.3001,31.469,12.17,89.13,35.431,32.8288,7.93,100.0,36.117,34.2167,5.55,100.0,43.0614,59.8681,28.07,9.64
RUSHB,26.87,10.8773,CREȘTERE,NU,26.8441,11.4602,134.24,0.0,27.145,12.6666,114.3,0.0,27.4056,13.7555,99.23,0.0,31.0644,27.7882,11.79,91.05
SOHU,5.99,5.99,CREȘTERE,NU,5.9564,6.07,1.87,100.0,5.9981,6.66,9.94,100.0,6.1389,7.49,18.04,59.81,7.449,15.95,53.3,0.0
CSTL,28.77,28.77,SCĂDERE,DA,28.6437,27.74,3.26,100.0,28.563,28.93,1.27,100.0,28.0513,28.34,1.02,100.0,23.3331,71.08,67.17,0.0
SOJB,24.36,22.564,SCĂDERE,DA,24.2741,22.1472,9.6,100.0,24.197,23.4625,3.13,100.0,24.127,23.4903,2.71,100.0,24.4916,25.1147,2.48,100.0
SIG,6.37,6.0094,SCĂDERE,DA,6.3587,5.8207,9.24,100.0,6.4609,7.3395,11.97,90.14,6.5277,8.5659,23.79,31.03,6.8052,54.0749,87.42,0.0
TBLT,0.139,13561.6025,SCĂDERE,DA,0.1389,13464.1074,100.0,0.0,0.14,13756.5928,100.0,0.0,0.1418,12284.3896,100.0,0.0,0.1624,9230.8408,100.0,0.0
NMIH,10.9,10.9,SCĂDERE,DA,11.0834,10.85,2.15,100.0,11.1451,12.3,9.39,100.0,11.2742,12.63,10.73,96.33,13.2397,23.2,42.93,0.0
BGY,4.38,2.7023,CREȘTERE,NU,4.3879,2.764,58.75,0.0,4.3909,2.9614,48.27,0.0,4.4439,3.0511,45.65,0.0,4.9961,4.0447,23.52,32.39
EBF,17.71,11.6502,CREȘTERE,NU,17.6692,11.6568,51.58,0.0,17.741,12.6238,40.54,0.0,17.7767,12.048,47.55,0.0,19.2317,14.8256,29.72,1.4
PI,14.89,14.89,SCĂDERE,DA,14.8816,14.25,4.43,100.0,14.9249,16.34,8.66,100.0,15.0885,21.63,30.24,0.0,16.9094,58.96,71.32,0.0
LPG,8.45,3.6786,SCĂDERE,DA,8.3641,3.3434,150.17,0.0,8.4124,3.5219,138.86,0.0,8.4814,3.918,116.47,0.0,8.9929,5.6855,58.17,0.0
HP,14.24,10.6656,CREȘTERE,NU,14.1582,12.246,15.62,71.92,14.1144,14.0585,0.4,100.0,14.6462,12.5905,16.33,68.36,18.9395,23.1108,18.05,59.75
CRMT,49.21,49.21,SCĂDERE,DA,49.3101,48.46,1.75,100.0,50.7703,61.3,17.18,64.11,51.8034,63.56,18.5,57.52,57.6521,150.64,61.73,0.0
BTE,0.22,0.2089,CREȘTERE,NU,0.2194,0.2659,17.49,62.57,0.2189,0.2849,23.16,34.19,0.2248,0.2944,23.64,31.82,0.2853,1.0351,72.44,0.0
PEGA,66.32,32.7807,SCĂDERE,DA,67.8006,32.2123,110.48,0.0,70.2185,36.8437,90.58,0.0,71.5256,39.32,81.91,0.0,79.0066,58.3815,35.33,0.0
HIX,4.77,2.3329,CREȘTERE,NU,4.7846,2.4112,98.44,0.0,4.7927,2.597,84.55,0.0,4.8619,2.6754,81.73,0.0,5.711,3.7249,53.32,0.0
VMD,4.47,4.47,CREȘTERE,NU,4.508,4.6,2.0,100.0,4.5178,5.06,10.72,96.42,4.5527,6.61,31.12,0.0,4.7224,10.28,54.06,0.0
DOW,27.04,19.4526,CREȘTERE,NU,26.9779,20.1648,33.79,0.0,27.0167,25.028,7.95,100.0,27.702,24.4093,13.49,82.55,32.6862,49.1771,33.53,0.0
MTC,0.92,73.6,SCĂDERE,DA,0.9252,72.96,98.73,0.0,0.9326,72.0,98.7,0.0,0.9416,76.0,98.76,0.0,0.9397,200.8,99.53,0.0
QNST,7.09,7.09,SCĂDERE,DA,7.0842,7.03,0.77,100.0,7.194,7.94,9.4,100.0,7.3339,10.0,26.66,16.69,8.5123,20.7,58.88,0.0
MMU,11.48,8.3852,SCĂDERE,DA,11.5026,8.3414,37.9,0.0,11.5163,8.4364,36.51,0.0,11.747,8.3658,40.42,0.0,13.6577,9.9467,37.31,0.0
SAIC,70.9,64.5521,CREȘTERE,NU,71.2715,67.1651,6.11,100.0,71.5491,68.3653,4.66,100.0,72.7461,72.4471,0.41,100.0,88.8078,76.6282,15.89,70.53
GWRE,75.58,75.58,SCĂDERE,DA,75.7073,73.98,2.33,100.0,75.8995,83.38,8.97,100.0,76.9696,86.61,11.13,94.35,89.4412,102.46,12.71,86.47
TKR,30.0,26.9281,CREȘTERE,NU,29.6239,27.7988,6.57,100.0,29.7831,31.0481,4.07,100.0,30.035,32.2509,6.87,100.0,33.486,75.2353,55.49,0.0
SBI,8.23,6.2046,SCĂDERE,DA,8.3336,6.1518,35.47,0.0,8.4354,6.2649,34.65,0.0,8.4666,6.1995,36.57,0.0,9.3261,7.2804,28.1,9.51
ESTC,51.69,51.69,SCĂDERE,DA,51.5222,48.59,6.03,100.0,51.7494,55.72,7.13,100.0,52.2489,62.14,15.92,70.41,59.6842,114.53,47.89,0.0
ETV,11.15,6.4832,CREȘTERE,NU,11.1812,6.5471,70.78,0.0,11.1835,7.3553,52.05,0.0,11.4095,7.7417,47.38,0.0,13.3748,9.8729,35.47,0.0
CUE,12.99,389.7,SCĂDERE,DA,12.9697,381.0,96.6,0.0,12.9422,498.0,97.4,0.0,12.8057,704.4,98.18,0.0,10.4215,369.0,97.18,0.0
APO,29.96,25.7004,CREȘTERE,NU,29.9165,26.5668,12.61,86.96,30.1047,31.9711,5.84,100.0,30.3416,33.9355,10.59,97.05,33.2343,43.0073,22.72,36.38
RMCF,4.21,4.21,SCĂDERE,DA,4.2162,4.21,0.15,100.0,4.215,3.98,5.9,100.0,4.2568,4.55,6.44,100.0,4.6795,5.37,12.86,85.71
EHI,7.34,3.7645,CREȘTERE,NU,7.5553,3.8722,95.12,0.0,7.667,4.1594,84.33,0.0,7.7426,4.3025,79.96,0.0,9.0769,5.7862,56.87,0.0
VGM,11.55,8.0889,SCĂDERE,DA,11.5732,8.0258,44.2,0.0,11.6321,8.1799,42.2,0.0,11.7197,8.1429,43.93,0.0,13.3926,9.9641,34.41,0.0
TYG,2.43,5.7625,CREȘTERE,NU,2.424,6.6162,63.36,0.0,2.4263,7.4936,67.62,0.0,2.4748,10.2681,75.9,0.0,2.8445,15.5333,81.69,0.0
VRSN,175.46,172.838,CREȘTERE,NU,175.3224,179.0833,2.1,100.0,175.7977,190.3129,7.63,100.0,176.9863,201.9563,12.36,88.18,195.6854,198.8829,1.61,100.0
CPHI,0.45,225.0,SCĂDERE,DA,0.448,200.0,99.78,0.0,0.444,205.0,99.78,0.0,0.4316,235.0,99.82,0.0,0.3064,470.0,99.93,0.0
ATEX,43.06,43.06,CREȘTERE,NU,43.0739,44.81,3.87,100.0,42.7463,46.07,7.21,100.0,42.3465,51.5,17.77,61.13,38.2009,46.92,18.58,57.09
NCA,9.65,7.712,SCĂDERE,DA,9.6752,7.6161,27.04,14.82,9.7458,7.7759,25.33,23.34,9.7725,7.6935,27.02,14.89,10.4751,8.4199,24.41,27.95
SR,68.62,53.3745,CREȘTERE,NU,70.2198,54.549,28.73,6.36,71.3664,58.9671,21.03,44.86,70.9305,54.9768,29.02,4.91,74.2753,59.3194,25.21,23.94
SBCF,17.82,15.7705,CREȘTERE,NU,17.7555,16.1245,10.11,99.43,17.7713,16.8591,5.41,100.0,18.0483,19.0715,5.37,100.0,21.3677,32.3199,33.89,0.0
GLBS,0.55,55.0,CREȘTERE,NU,0.5512,57.0,99.03,0.0,0.5518,62.0,99.11,0.0,0.5616,69.0,99.19,0.0,0.6623,4.65,85.76,0.0
DGX,78.77,69.5542,SCĂDERE,DA,78.2167,68.3887,14.37,78.15,78.7913,78.1599,0.81,100.0,81.5305,96.819,15.79,71.05,104.2889,116.8208,10.73,96.36
CAH,47.71,40.9777,SCĂDERE,DA,47.4273,39.8697,18.96,55.22,47.1121,42.4292,11.04,94.82,47.1389,40.7286,15.74,71.3,46.3676,54.2481,14.53,77.37
FLAT,73.57,73.565,SCĂDERE,DA,71.0821,70.525,0.79,100.0,70.4692,52.55,34.1,0.0,68.0699,70.41,3.32,100.0,61.0956,N/A,N/A,N/A
VCYT,20.28,20.28,CREȘTERE,NU,20.2788,20.94,3.16,100.0,20.4513,23.23,11.96,90.19,20.4151,26.17,21.99,40.05,20.3506,52.72,61.4,0.0
EAT,11.49,11.49,SCĂDERE,DA,11.6385,10.1,15.23,73.84,11.755,14.71,20.09,49.56,11.9557,21.88,45.36,0.0,14.9043,71.91,79.27,0.0
CCS,12.34,11.512,SCĂDERE,DA,12.4408,11.3161,9.94,100.0,12.606,16.1392,21.89,40.54,12.8994,18.9472,31.92,0.0,14.9865,58.7726,74.5,0.0
RM,12.25,10.0372,SCĂDERE,DA,12.2507,9.8652,24.18,29.09,12.2959,10.8566,13.26,83.71,12.6492,11.8562,6.69,100.0,15.9783,28.8994,44.71,0.0
FINS,15.97,9.0926,CREȘTERE,NU,16.0421,9.3944,70.76,0.0,16.211,9.3602,73.19,0.0,16.4933,9.4028,75.41,0.0,18.3425,10.7289,70.96,0.0
FLWS,12.65,12.65,SCĂDERE,DA,12.6391,12.42,1.76,100.0,12.6955,15.63,18.77,56.13,12.8013,18.74,31.69,0.0,13.809,27.71,50.17,0.0
URBN,13.17,13.17,SCĂDERE,DA,13.2157,13.08,1.04,100.0,13.2483,17.43,23.99,30.04,13.4924,16.77,19.54,52.28,15.8561,36.32,56.34,0.0
PLUS,57.52,28.4911,SCĂDERE,DA,57.8342,27.8026,108.02,0.0,58.3369,30.1059,93.77,0.0,58.4217,34.3409,70.12,0.0,59.663,49.2006,21.26,43.68
EQNR,12.41,8.1323,CREȘTERE,NU,12.3901,8.9776,38.01,0.0,12.4108,8.7745,41.44,0.0,12.4978,8.4927,47.16,0.0,14.045,13.4022,4.8,100.0
OPCH,8.95,8.95,CREȘTERE,NU,8.884,9.5,6.48,100.0,9.0215,10.05,10.23,98.83,9.2484,11.88,22.15,39.24,10.0502,18.26,44.96,0.0
FINV,1.92,1.3438,SCĂDERE,DA,1.9249,1.2038,59.9,0.0,1.9209,1.2437,54.45,0.0,1.9375,1.3417,44.41,0.0,2.2486,5.2234,56.95,0.0
PBHC,9.72,8.4052,CREȘTERE,NU,9.7333,8.9933,8.23,100.0,9.8356,8.8808,10.75,96.25,9.913,9.3109,6.47,100.0,10.3826,12.8291,19.07,54.65
GLOB,83.58,83.58,SCĂDERE,DA,83.7036,78.82,6.2,100.0,84.0036,97.57,13.9,80.48,86.0865,112.19,23.27,33.66,99.9642,210.07,52.41,0.0
AXSM,55.79,55.79,SCĂDERE,DA,55.7337,55.66,0.13,100.0,55.6916,58.2,4.31,100.0,54.6136,90.13,39.41,0.0,44.0135,57.5,23.45,32.73
AI,1.93,N/A,N/A,N/A,1.9514,N/A,N/A,N/A,1.9753,N/A,N/A,N/A,1.9984,N/A,N/A,N/A,2.3626,68.9,96.57,0.0
BIO,334.87,334.87,CREȘTERE,NU,334.3017,360.74,7.33,100.0,335.8756,403.06,16.67,66.66,336.4713,431.79,22.08,39.62,344.9061,579.91,40.52,0.0
TXN,96.89,81.2981,CREȘTERE,NU,99.7859,85.6026,16.57,67.16,102.1269,92.4411,10.48,97.61,103.2697,92.7745,11.31,93.44,118.8777,165.704,28.26,8.7
INFO,58.3,N/A,N/A,N/A,58.3435,N/A,N/A,N/A,58.6335,N/A,N/A,N/A,59.6581,N/A,N/A,N/A,71.5243,N/A,N/A,N/A
CACC,237.99,237.99,SCĂDERE,DA,237.7347,236.75,0.42,100.0,237.5529,272.02,12.67,86.65,243.2614,301.8,19.4,53.02,284.0836,362.97,21.73,41.33
GPN,133.11,126.6183,SCĂDERE,DA,133.3536,124.3163,7.27,100.0,134.578,142.0092,5.23,100.0,137.2262,153.7569,10.75,96.24,158.4162,198.6479,20.25,48.74
CPT,74.97,61.0367,SCĂDERE,DA,75.1265,58.8711,27.61,11.94,75.4516,69.7726,8.14,100.0,77.3176,69.3085,11.56,92.22,91.9197,93.7799,1.98,100.0
WK,30.92,30.92,CREȘTERE,NU,30.9944,31.06,0.21,100.0,31.0658,34.74,10.58,97.12,31.3274,35.89,12.71,86.44,34.3836,92.29,62.74,0.0
NHTC,3.22,1.4183,SCĂDERE,DA,3.2241,1.4183,127.31,0.0,3.2326,1.5681,106.15,0.0,3.322,1.828,81.73,0.0,4.3821,3.4991,25.24,23.82
EOT,18.88,14.4722,SCĂDERE,DA,18.9489,14.3496,32.05,0.0,19.0605,14.25,33.76,0.0,19.2164,14.0789,36.49,0.0,21.5738,17.7967,21.22,43.88
IAF,3.76,5.7368,CREȘTERE,NU,3.7665,5.8741,35.88,0.0,3.7717,5.8283,35.29,0.0,3.8175,5.9046,35.35,0.0,4.3812,9.9173,55.82,0.0
MLPC,4.77,4.77,CREȘTERE,NU,4.7575,5.0974,6.67,100.0,4.762,5.425,12.22,88.89,4.8876,7.13,31.45,0.0,5.905,N/A,N/A,N/A
GSC,11.0,N/A,N/A,N/A,10.9782,N/A,N/A,N/A,11.082,N/A,N/A,N/A,11.3406,N/A,N/A,N/A,13.2895,N/A,N/A,N/A
NFJ,9.17,5.6025,CREȘTERE,NU,9.2008,5.7369,60.38,0.0,9.199,6.3112,45.76,0.0,9.4185,6.3478,48.37,0.0,11.395,9.1734,24.22,28.91
INVA,11.49,11.49,CREȘTERE,NU,11.4219,12.12,5.76,100.0,11.4426,13.65,16.17,69.14,11.4067,13.45,15.19,74.04,11.6456,11.96,2.63,100.0
LMAT,23.52,22.1329,SCĂDERE,DA,23.502,21.7471,8.07,100.0,23.5372,24.2878,3.09,100.0,23.6571,24.8148,4.67,100.0,25.4493,46.2521,44.98,0.0
LOVE,4.57,4.57,SCĂDERE,DA,4.5947,4.29,7.1,100.0,4.6134,4.57,0.95,100.0,4.6881,12.03,61.03,0.0,5.9322,58.28,89.82,0.0
HGV,14.84,14.84,SCĂDERE,DA,14.7777,14.08,4.96,100.0,14.7921,17.56,15.76,71.19,15.1634,19.0,20.19,49.04,18.3301,38.0,51.76,0.0
CL,65.55,56.5618,CREȘTERE,NU,65.9958,58.8225,12.19,89.03,66.196,60.5914,9.25,100.0,66.8439,59.4925,12.36,88.22,74.1439,69.357,6.9,100.0
PSTV,1.7,637.5,SCĂDERE,DA,1.7028,596.25,99.71,0.0,1.7041,600.0,99.72,0.0,1.7264,596.25,99.71,0.0,1.8475,922.5,99.8,0.0
DEO,121.51,103.2487,CREȘTERE,NU,121.8544,105.1011,15.94,70.3,122.3662,108.4745,12.81,85.97,124.7879,116.5213,7.09,100.0,147.6571,145.9055,1.2,100.0
SANW,1.92,36.48,CREȘTERE,NU,2.054,38.19,94.62,0.0,2.1894,38.095,94.25,0.0,2.2356,35.53,93.71,0.0,2.473,70.68,96.5,0.0
ARLO,2.08,2.08,SCĂDERE,DA,2.063,1.99,3.67,100.0,2.1006,2.19,4.08,100.0,2.1256,2.66,20.09,49.55,2.4531,6.53,62.43,0.0
DOGZ,1.075,21.5,CREȘTERE,NU,1.0804,21.8,95.04,0.0,1.0832,21.6,94.99,0.0,1.0996,21.998,95.0,0.0,1.2946,36.2,96.42,0.0
CSX,54.85,16.8723,CREȘTERE,NU,54.7837,17.4906,213.22,0.0,54.9076,19.5392,181.01,0.0,55.7718,19.9945,178.94,0.0,64.3155,30.3028,112.24,0.0
STRT,14.9,14.9,SCĂDERE,DA,14.9403,14.3,4.48,100.0,15.1812,14.14,7.36,100.0,15.8002,14.53,8.74,100.0,21.0311,49.09,57.16,0.0
USDP,2.56,1.8997,CREȘTERE,NU,2.5677,2.2484,14.2,79.0,2.5588,2.2633,13.06,84.71,2.6367,2.3301,13.16,84.2,3.0811,4.8512,36.49,0.0
CBZ,20.02,20.02,CREȘTERE,NU,20.1192,20.97,4.06,100.0,20.2556,21.87,7.38,100.0,20.5306,22.8,9.95,100.0,24.9537,33.08,24.57,27.17
ASA,10.67,10.5734,CREȘTERE,NU,10.6857,10.8608,1.61,100.0,10.7272,11.2671,4.79,100.0,10.7519,14.0516,23.48,32.59,11.5255,20.3287,43.3,0.0
PTEN,1.89,1.6119,SCĂDERE,DA,1.8943,1.6034,18.14,59.28,1.8907,1.9787,4.45,100.0,1.9204,2.7804,30.93,0.0,2.1781,6.3762,65.84,0.0
UUUU,1.13,1.13,SCĂDERE,DA,1.1271,1.12,0.63,100.0,1.1411,1.31,12.89,85.53,1.1517,1.8,36.02,0.0,1.3108,5.98,78.08,0.0
SWKH,11.4,9.0289,CREȘTERE,NU,11.3557,10.2153,11.16,94.18,11.3578,9.8589,15.2,73.99,11.3605,9.2294,23.09,34.55,11.4959,12.0366,4.49,100.0
ACAD,39.26,39.26,CREȘTERE,NU,38.9968,41.68,6.44,100.0,39.1417,42.8,8.55,100.0,39.0346,44.93,13.12,84.39,36.7987,25.59,43.8,0.0
LE,4.77,4.77,SCĂDERE,DA,4.7183,4.5,4.85,100.0,4.7409,5.57,14.89,75.57,4.85,7.87,38.37,0.0,5.5068,24.62,77.63,0.0
VFL,12.0,8.8119,SCĂDERE,DA,12.077,8.6357,39.85,0.0,12.1298,8.5329,42.15,0.0,12.2885,8.3644,46.91,0.0,14.1231,10.1199,39.56,0.0
RES,1.96,1.7846,CREȘTERE,NU,1.9477,1.8483,5.38,100.0,1.9517,2.167,9.93,100.0,2.0204,2.7679,27.01,14.97,2.6344,5.1443,48.79,0.0
PEO,8.17,5.3704,CREȘTERE,NU,8.128,5.6991,42.62,0.0,8.1445,6.4485,26.3,18.49,8.3225,6.7048,24.13,29.37,10.4504,10.275,1.71,100.0
BCLI,4.42,66.3,CREȘTERE,NU,4.422,70.5,93.73,0.0,4.4574,76.5,94.17,0.0,4.406,93.9,95.31,0.0,3.722,57.6,93.54,0.0
GABC,26.45,22.2759,CREȘTERE,NU,26.5119,22.7391,16.59,67.04,26.6133,23.0507,15.46,72.72,26.7369,24.4825,9.21,100.0,28.1591,40.4701,30.42,0.0
TCPC,5.58,2.5618,SCĂDERE,DA,5.6102,2.4791,126.3,0.0,5.6116,3.0759,82.44,0.0,5.7444,3.7508,53.15,0.0,7.1199,7.2151,1.32,100.0
JCE,10.15,5.4598,CREȘTERE,NU,10.166,5.6157,81.03,0.0,10.2017,6.2128,64.2,0.0,10.3351,6.2021,66.64,0.0,12.0129,8.7273,37.65,0.0
YPF,4.07,4.07,CREȘTERE,NU,4.0635,4.36,6.8,100.0,4.0752,4.23,3.66,100.0,4.1596,3.54,17.5,62.49,4.8742,4.24,14.96,75.21
TOWN,17.27,13.929,CREȘTERE,NU,17.2621,14.1306,22.16,39.2,17.2206,15.1388,13.75,81.24,17.5689,15.5259,13.16,84.21,20.2438,25.6374,21.04,44.81
NTZ,0.55,0.55,CREȘTERE,NU,0.549,0.56,1.96,100.0,0.5557,0.5,11.14,94.3,0.5628,0.74,23.95,30.27,0.6121,12.13,94.95,0.0
FISI,16.42,12.2308,CREȘTERE,NU,16.4085,12.432,31.99,0.0,16.4278,12.9385,26.97,15.16,16.7094,12.9906,28.63,6.87,18.8482,23.5563,19.99,50.07
BAK,6.17,5.2105,CREȘTERE,NU,6.1701,5.447,13.28,83.62,6.1766,5.4639,13.04,84.78,6.2677,6.5617,4.48,100.0,6.9614,11.9918,41.95,0.0
CWT,45.01,39.5229,CREȘTERE,NU,45.1031,40.401,11.64,91.81,45.3586,44.3524,2.27,100.0,45.5817,40.6381,12.17,89.17,46.7207,50.2556,7.03,100.0
MLPG,6.57,6.57,CREȘTERE,NU,6.5749,7.0262,6.42,100.0,6.5701,7.42,11.45,92.73,6.679,9.3583,28.63,6.85,7.5367,N/A,N/A,N/A
BFS,29.98,20.4443,SCĂDERE,DA,30.0348,20.1715,48.9,0.0,30.094,24.2222,24.24,28.79,30.4893,22.5846,35.0,0.0,33.7808,30.016,12.54,87.29
DPG,8.55,4.9104,CREȘTERE,NU,8.5654,5.1286,67.01,0.0,8.5504,5.8178,46.97,0.0,8.7089,5.6397,54.42,0.0,10.5639,8.6763,21.76,41.22
CNP,14.12,12.0029,CREȘTERE,NU,14.1339,12.0114,17.67,61.65,14.1763,14.2981,0.85,100.0,14.4938,13.9921,3.59,100.0,17.2591,19.8347,12.99,85.07
HDB,36.06,16.7482,CREȘTERE,NU,35.9159,17.4495,105.83,0.0,35.7794,18.0394,98.34,0.0,36.5946,19.5535,87.15,0.0,44.5535,36.1067,23.39,33.03
OVBC,26.09,21.0203,CREȘTERE,NU,26.0525,23.8805,9.1,100.0,26.185,22.9539,14.08,79.62,26.1809,20.5633,27.32,13.41,26.6504,20.9373,27.29,13.57
EQH,13.36,11.456,CREȘTERE,NU,13.2906,11.4817,15.75,71.23,13.2844,13.3425,0.44,100.0,13.5932,14.8688,8.58,100.0,16.5088,29.1435,43.35,0.0
ELU,23.76,22.9489,SCĂDERE,DA,23.7763,22.92,3.74,100.0,23.9022,24.3301,1.76,100.0,23.8207,24.3108,2.02,100.0,24.5809,N/A,N/A,N/A
CDNA,19.46,19.46,CREȘTERE,NU,19.5294,20.64,5.38,100.0,19.5989,21.62,9.35,100.0,19.7097,26.85,26.59,17.03,20.1676,70.4,71.35,0.0
AAON,46.88,30.2492,CREȘTERE,NU,46.6758,31.0751,50.2,0.0,46.9804,31.6494,48.44,0.0,47.881,29.3007,63.41,0.0,54.2521,46.0203,17.89,60.56
EPD,13.79,8.5545,CREȘTERE,NU,13.7856,8.9391,54.22,0.0,13.6693,9.9131,37.89,0.0,14.2647,10.908,30.77,0.0,18.2589,15.2539,19.7,51.5
AMGN,197.81,163.2445,CREȘTERE,NU,198.7942,172.3802,15.32,73.38,199.6007,180.8885,10.34,98.28,199.6518,190.6183,4.74,100.0,220.296,211.3842,4.22,100.0
FFBC,13.85,10.748,CREȘTERE,NU,13.8929,11.0895,25.28,23.6,13.8745,11.2602,23.22,33.91,14.2013,11.5241,23.23,33.84,17.4592,19.6571,11.18,94.09
THC,13.01,13.01,CREȘTERE,NU,12.9217,13.19,2.03,100.0,12.8604,20.21,36.37,0.0,13.1491,17.49,24.82,25.9,16.0074,51.19,68.73,0.0
CCU,13.26,9.8413,CREȘTERE,NU,13.315,10.1679,30.95,0.0,13.2975,10.9472,21.47,42.65,13.5206,10.2929,31.36,0.0,16.3281,13.7854,18.45,57.77
GNPX,2.2,4400.0,CREȘTERE,NU,2.1875,4500.0,99.95,0.0,2.1773,4320.0,99.95,0.0,2.1352,4540.0,99.95,0.0,1.5156,8440.0,99.98,0.0
TRC,13.65,13.65,SCĂDERE,DA,13.6454,13.28,2.75,100.0,13.6839,14.08,2.81,100.0,13.7889,13.24,4.15,100.0,15.006,16.81,10.73,96.34
DUO,11.9,42840.0,SCĂDERE,DA,11.8155,40140.0,99.97,0.0,11.8119,36360.0,99.97,0.0,11.5685,36237.6016,99.97,0.0,9.6335,23328.0,99.96,0.0
JJA,39.777,13.259,CREȘTERE,NU,39.417,13.2917,196.55,0.0,39.7728,13.235,200.51,0.0,39.9582,12.7551,213.27,0.0,41.7377,18.4183,126.61,0.0
AGM,52.25,42.6057,CREȘTERE,NU,52.4412,43.5271,20.48,47.6,52.5595,47.0334,11.75,91.25,53.2801,51.9178,2.62,100.0,60.0016,86.6176,30.73,0.0
ES,75.99,60.1105,CREȘTERE,NU,75.8867,62.7209,20.99,45.04,76.0176,65.9325,15.3,73.52,76.3105,63.1798,20.78,46.08,77.3203,70.3538,9.9,100.0
MEI,25.46,21.6479,CREȘTERE,NU,25.3634,22.4217,13.12,84.4,25.4084,22.9233,10.84,95.8,25.9215,24.354,6.44,100.0,30.4201,37.053,17.9,60.49
WCC,22.35,21.686,CREȘTERE,NU,22.2918,22.0742,0.99,100.0,22.1532,24.073,7.97,100.0,22.6484,26.1494,13.39,83.06,26.7467,84.4543,68.33,0.0
VICI,15.04,10.9386,SCĂDERE,DA,15.1348,10.7859,40.32,0.0,15.2517,11.5786,31.72,0.0,15.5086,12.0441,28.77,6.17,18.4447,22.1296,16.65,66.74
SFNC,17.17,13.6834,CREȘTERE,NU,17.0987,13.8109,23.81,30.97,17.1658,14.9106,15.12,74.38,17.5128,14.2014,23.32,33.41,20.3165,24.7327,17.86,60.72
UNM,13.1,10.4081,SCĂDERE,DA,13.0805,10.2968,27.03,14.83,13.1214,12.0845,8.58,100.0,13.4454,13.3663,0.59,100.0,16.5541,23.8386,30.56,0.0
SAM,364.39,364.39,SCĂDERE,DA,361.7041,363.83,0.58,100.0,361.1997,397.12,9.05,100.0,361.3579,460.96,21.61,41.96,369.0523,1184.6801,68.85,0.0
RELX,20.48,17.6682,SCĂDERE,DA,20.5356,17.6337,16.46,67.72,20.4877,18.5827,10.25,98.74,20.7478,19.7954,4.81,100.0,23.5489,22.6921,3.78,100.0
KEY,9.45,7.0572,CREȘTERE,NU,9.4626,7.0796,33.66,0.0,9.4569,8.4612,11.77,91.16,9.6035,8.267,16.17,69.17,10.9444,15.9287,31.29,0.0
CPIX,3.54,3.54,CREȘTERE,NU,3.5323,3.61,2.15,100.0,3.5493,3.85,7.81,100.0,3.6096,3.91,7.68,100.0,4.2827,3.07,39.5,0.0
WTS,74.81,71.3577,CREȘTERE,NU,75.0455,74.1525,1.2,100.0,75.3572,77.1381,2.31,100.0,76.8517,78.235,1.77,100.0,89.9888,116.0388,22.45,37.75
